func,target,clean_func
50960,0,50960
9053,1,9053
229574,0,229574
55891,0,55891
223293,0,223293
55923,0,55923
216311,0,216311
168241,0,168241
241011,0,241011
146953,0,146953
28888,0,28888
40109,0,40109
194468,0,194468
149864,0,149864
237356,0,237356
126798,0,126798
232441,0,232441
112487,0,112487
56321,0,56321
83535,0,83535
223330,0,223330
113412,0,113412
195869,0,195869
156394,0,156394
173555,0,173555
93737,0,93737
66606,0,66606
80228,0,80228
77551,0,77551
24927,0,24927
30784,0,30784
188460,0,188460
179273,0,179273
61411,0,61411
126748,0,126748
37226,0,37226
77742,0,77742
22134,0,22134
204661,0,204661
159043,0,159043
12284,1,12284
41508,0,41508
30536,0,30536
233549,0,233549
181765,0,181765
20778,0,20778
189601,0,189601
96453,0,96453
152387,0,152387
26884,0,26884
165374,0,165374
103100,0,103100
27323,0,27323
145899,0,145899
68801,0,68801
212466,0,212466
72863,0,72863
20610,0,20610
141838,0,141838
93389,0,93389
100317,0,100317
181615,0,181615
8940,1,8940
178973,0,178973
67370,0,67370
142139,0,142139
108488,0,108488
229764,0,229764
213007,0,213007
261147,0,261147
84475,0,84475
24036,0,24036
134382,0,134382
50941,0,50941
108726,0,108726
237526,0,237526
98482,0,98482
149944,0,149944
226671,0,226671
107696,0,107696
56109,0,56109
32250,0,32250
74080,0,74080
37433,0,37433
138155,0,138155
176759,0,176759
28215,0,28215
61887,0,61887
170892,0,170892
183132,0,183132
215769,0,215769
203342,0,203342
167886,0,167886
251499,0,251499
39228,0,39228
88803,0,88803
101477,0,101477
129890,0,129890
9754,1,9754
166758,0,166758
60194,0,60194
23206,0,23206
187818,0,187818
48015,0,48015
174945,0,174945
180141,0,180141
138736,0,138736
129074,0,129074
240105,0,240105
83081,0,83081
35869,0,35869
261787,0,261787
33765,0,33765
191819,0,191819
178308,0,178308
362,1,362
184242,0,184242
152795,0,152795
194831,0,194831
28174,0,28174
38724,0,38724
108587,0,108587
51079,0,51079
232887,0,232887
154671,0,154671
33451,0,33451
196880,0,196880
77433,0,77433
96808,0,96808
205217,0,205217
135116,0,135116
142405,0,142405
223601,0,223601
180121,0,180121
87558,0,87558
178323,0,178323
24027,0,24027
92814,0,92814
251806,0,251806
254029,0,254029
218691,0,218691
231302,0,231302
90047,0,90047
151185,0,151185
147844,0,147844
78284,0,78284
214190,0,214190
73386,0,73386
99579,0,99579
200203,0,200203
154115,0,154115
267708,0,267708
15602,1,15602
124093,0,124093
32858,0,32858
118319,0,118319
204602,0,204602
161142,0,161142
30167,0,30167
82422,0,82422
117437,0,117437
267606,0,267606
15542,1,15542
183648,0,183648
162457,0,162457
2093,1,2093
33243,0,33243
39528,0,39528
219780,0,219780
113961,0,113961
112701,0,112701
48133,0,48133
232727,0,232727
268160,0,268160
238113,0,238113
195701,0,195701
131701,0,131701
58025,0,58025
247087,0,247087
102722,0,102722
23043,0,23043
12708,1,12708
245859,0,245859
46759,0,46759
12995,1,12995
118014,0,118014
200550,0,200550
260960,0,260960
161356,0,161356
167584,0,167584
166781,0,166781
209797,0,209797
125419,0,125419
230653,0,230653
124430,0,124430
225071,0,225071
185951,0,185951
135553,0,135553
190345,0,190345
117563,0,117563
164429,0,164429
50942,0,50942
129617,0,129617
132606,0,132606
239167,0,239167
199909,0,199909
56759,0,56759
200879,0,200879
266441,0,266441
1834,1,1834
153925,0,153925
109894,0,109894
78453,0,78453
156691,0,156691
263722,0,263722
116459,0,116459
252253,0,252253
6,1,6
138789,0,138789
260110,0,260110
72830,0,72830
12420,1,12420
213140,0,213140
109350,0,109350
164401,0,164401
89522,0,89522
246948,0,246948
243697,0,243697
156505,0,156505
241398,0,241398
5545,1,5545
124704,0,124704
126295,0,126295
188823,0,188823
110132,0,110132
144764,0,144764
15546,1,15546
99180,0,99180
137912,0,137912
181198,0,181198
205492,0,205492
55921,0,55921
94090,0,94090
194714,0,194714
66934,0,66934
207960,0,207960
249557,0,249557
177870,0,177870
116610,0,116610
255539,0,255539
231552,0,231552
63020,0,63020
137970,0,137970
100952,0,100952
194239,0,194239
126831,0,126831
218845,0,218845
168358,0,168358
184691,0,184691
19949,0,19949
34908,0,34908
163987,0,163987
127680,0,127680
219154,0,219154
94181,0,94181
261350,0,261350
226531,0,226531
61078,0,61078
233345,0,233345
156440,0,156440
256246,0,256246
192601,0,192601
41166,0,41166
182018,0,182018
133224,0,133224
17737,0,17737
238242,0,238242
161390,0,161390
227463,0,227463
40228,0,40228
160156,0,160156
22770,0,22770
86691,0,86691
126119,0,126119
62395,0,62395
262940,0,262940
224520,0,224520
230320,0,230320
4776,1,4776
261203,0,261203
30122,0,30122
69931,0,69931
15228,1,15228
103592,0,103592
248320,0,248320
84709,0,84709
118737,0,118737
201579,0,201579
139028,0,139028
134760,0,134760
235019,0,235019
71812,0,71812
82074,0,82074
185474,0,185474
115590,0,115590
73432,0,73432
95686,0,95686
149862,0,149862
202304,0,202304
91112,0,91112
29207,0,29207
265562,0,265562
160486,0,160486
157294,0,157294
44843,0,44843
175726,0,175726
133047,0,133047
148037,0,148037
260274,0,260274
15110,1,15110
159677,0,159677
51924,0,51924
76207,0,76207
21684,0,21684
208268,0,208268
106357,0,106357
172277,0,172277
52146,0,52146
129049,0,129049
181118,0,181118
63764,0,63764
154942,0,154942
207430,0,207430
16281,0,16281
111930,0,111930
92666,0,92666
161473,0,161473
61637,0,61637
194785,0,194785
77960,0,77960
100781,0,100781
110044,0,110044
160775,0,160775
5734,1,5734
192166,0,192166
202490,0,202490
179969,0,179969
107466,0,107466
156476,0,156476
110816,0,110816
245990,0,245990
42248,0,42248
236359,0,236359
178206,0,178206
247001,0,247001
111636,0,111636
58816,0,58816
21332,0,21332
176103,0,176103
65332,0,65332
72939,0,72939
208350,0,208350
33030,0,33030
183746,0,183746
131454,0,131454
48182,0,48182
160505,0,160505
218676,0,218676
155254,0,155254
178048,0,178048
114718,0,114718
232583,0,232583
163761,0,163761
78834,0,78834
124590,0,124590
159927,0,159927
131800,0,131800
60835,0,60835
222128,0,222128
59064,0,59064
184619,0,184619
50107,0,50107
227852,0,227852
217110,0,217110
62970,0,62970
30969,0,30969
91561,0,91561
212601,0,212601
2749,1,2749
16794,0,16794
201450,0,201450
162454,0,162454
209515,0,209515
190832,0,190832
241690,0,241690
181062,0,181062
36008,0,36008
154624,0,154624
191435,0,191435
20272,0,20272
118144,0,118144
80528,0,80528
186592,0,186592
166705,0,166705
153810,0,153810
218415,0,218415
16368,0,16368
107904,0,107904
245198,0,245198
98875,0,98875
166197,0,166197
267111,0,267111
26510,0,26510
247762,0,247762
196253,0,196253
72455,0,72455
184675,0,184675
23853,0,23853
224038,0,224038
64738,0,64738
20796,0,20796
89831,0,89831
181447,0,181447
221310,0,221310
233164,0,233164
145513,0,145513
90653,0,90653
58020,0,58020
15887,1,15887
163396,0,163396
234751,0,234751
43958,0,43958
164310,0,164310
190788,0,190788
176598,0,176598
2090,1,2090
229486,0,229486
187286,0,187286
146207,0,146207
176876,0,176876
146373,0,146373
129628,0,129628
108700,0,108700
252467,0,252467
136783,0,136783
48769,0,48769
257144,0,257144
135485,0,135485
92393,0,92393
96539,0,96539
36602,0,36602
183329,0,183329
107872,0,107872
218975,0,218975
60097,0,60097
2705,1,2705
239655,0,239655
57038,0,57038
108905,0,108905
133232,0,133232
232818,0,232818
14006,1,14006
35764,0,35764
254453,0,254453
81038,0,81038
85904,0,85904
148463,0,148463
41151,0,41151
106331,0,106331
130436,0,130436
220745,0,220745
1994,1,1994
11811,1,11811
135078,0,135078
58188,0,58188
256276,0,256276
205179,0,205179
40696,0,40696
98062,0,98062
59285,0,59285
111962,0,111962
92599,0,92599
216315,0,216315
111983,0,111983
5569,1,5569
257096,0,257096
130139,0,130139
87640,0,87640
149258,0,149258
102936,0,102936
119631,0,119631
95452,0,95452
180128,0,180128
97913,0,97913
218156,0,218156
261216,0,261216
267834,0,267834
218214,0,218214
254620,0,254620
10537,1,10537
2026,1,2026
263695,0,263695
3040,1,3040
76203,0,76203
115317,0,115317
233152,0,233152
151700,0,151700
218529,0,218529
234562,0,234562
263996,0,263996
158514,0,158514
144678,0,144678
177794,0,177794
74865,0,74865
181868,0,181868
101356,0,101356
57392,0,57392
153235,0,153235
207288,0,207288
168120,0,168120
96818,0,96818
19959,0,19959
68355,0,68355
31725,0,31725
227351,0,227351
85643,0,85643
195448,0,195448
171473,0,171473
217942,0,217942
30744,0,30744
102620,0,102620
259903,0,259903
247700,0,247700
138370,0,138370
71622,0,71622
57146,0,57146
68750,0,68750
32822,0,32822
41144,0,41144
26586,0,26586
92660,0,92660
185350,0,185350
135702,0,135702
12236,1,12236
100047,0,100047
188572,0,188572
190971,0,190971
174861,0,174861
255460,0,255460
123745,0,123745
27358,0,27358
189374,0,189374
37851,0,37851
204038,0,204038
227408,0,227408
110795,0,110795
202737,0,202737
239706,0,239706
217952,0,217952
204893,0,204893
33025,0,33025
57750,0,57750
136409,0,136409
132408,0,132408
40286,0,40286
218672,0,218672
51430,0,51430
91611,0,91611
48862,0,48862
43441,0,43441
118765,0,118765
105000,0,105000
175037,0,175037
136155,0,136155
256403,0,256403
2662,1,2662
50484,0,50484
95358,0,95358
35817,0,35817
41019,0,41019
68139,0,68139
41272,0,41272
195705,0,195705
112257,0,112257
158584,0,158584
69705,0,69705
68216,0,68216
247133,0,247133
157867,0,157867
69163,0,69163
121191,0,121191
56960,0,56960
138369,0,138369
16998,0,16998
188305,0,188305
209016,0,209016
15703,1,15703
160181,0,160181
62038,0,62038
176261,0,176261
243238,0,243238
27726,0,27726
103042,0,103042
124716,0,124716
99607,0,99607
109379,0,109379
113449,0,113449
142234,0,142234
113082,0,113082
37730,0,37730
116643,0,116643
156400,0,156400
237,1,237
60409,0,60409
81967,0,81967
133266,0,133266
233968,0,233968
101332,0,101332
234092,0,234092
101704,0,101704
77571,0,77571
64931,0,64931
141149,0,141149
227923,0,227923
55339,0,55339
213750,0,213750
62790,0,62790
202508,0,202508
103046,0,103046
43241,0,43241
180066,0,180066
182411,0,182411
178430,0,178430
101004,0,101004
236978,0,236978
175387,0,175387
119811,0,119811
12314,1,12314
40830,0,40830
244708,0,244708
167577,0,167577
194061,0,194061
37506,0,37506
16225,0,16225
203851,0,203851
30993,0,30993
255968,0,255968
116960,0,116960
150425,0,150425
57507,0,57507
163782,0,163782
222629,0,222629
114314,0,114314
101715,0,101715
161457,0,161457
97220,0,97220
233908,0,233908
124461,0,124461
244209,0,244209
38930,0,38930
70672,0,70672
105694,0,105694
71783,0,71783
172278,0,172278
242995,0,242995
167212,0,167212
143310,0,143310
173120,0,173120
160411,0,160411
112927,0,112927
188777,0,188777
122097,0,122097
165841,0,165841
93770,0,93770
177254,0,177254
142970,0,142970
118708,0,118708
243411,0,243411
40351,0,40351
115242,0,115242
32567,0,32567
86237,0,86237
159365,0,159365
168823,0,168823
239213,0,239213
244081,0,244081
260806,0,260806
150254,0,150254
190459,0,190459
51166,0,51166
217487,0,217487
247684,0,247684
137034,0,137034
223071,0,223071
82365,0,82365
154431,0,154431
260638,0,260638
1987,1,1987
184024,0,184024
129540,0,129540
205651,0,205651
66873,0,66873
178208,0,178208
61550,0,61550
8121,0,8121
85481,0,85481
127481,0,127481
33748,0,33748
28662,0,28662
102365,0,102365
199988,0,199988
112935,0,112935
252093,0,252093
224247,0,224247
75937,0,75937
268089,0,268089
105539,0,105539
100216,0,100216
166227,0,166227
207690,0,207690
229272,0,229272
169264,0,169264
80986,0,80986
230248,0,230248
208067,0,208067
18617,0,18617
91946,0,91946
60192,0,60192
166544,0,166544
53420,0,53420
204810,0,204810
9969,1,9969
216134,0,216134
204549,0,204549
188754,0,188754
123121,0,123121
11672,1,11672
243862,0,243862
235406,0,235406
10375,1,10375
98760,0,98760
128187,0,128187
15576,1,15576
57818,0,57818
78699,0,78699
86465,0,86465
25866,0,25866
80806,0,80806
267481,0,267481
195878,0,195878
60060,0,60060
163077,0,163077
15550,1,15550
128792,0,128792
110716,0,110716
206483,0,206483
143842,0,143842
129962,0,129962
132612,0,132612
220838,0,220838
130259,0,130259
66400,0,66400
49758,0,49758
33001,0,33001
143653,0,143653
126770,0,126770
112741,0,112741
46351,0,46351
99008,0,99008
128234,0,128234
61587,0,61587
107893,0,107893
145110,0,145110
114568,0,114568
14182,1,14182
4253,1,4253
120976,0,120976
75283,0,75283
131882,0,131882
47628,0,47628
160475,0,160475
180835,0,180835
202157,0,202157
188889,0,188889
263627,0,263627
210658,0,210658
268592,0,268592
158699,0,158699
186752,0,186752
210509,0,210509
5788,1,5788
12316,1,12316
249467,0,249467
36495,0,36495
1413,1,1413
209152,0,209152
245626,0,245626
157230,0,157230
1057,1,1057
153673,0,153673
190462,0,190462
4802,1,4802
78737,0,78737
264116,0,264116
49539,0,49539
214108,0,214108
252527,0,252527
164951,0,164951
92141,0,92141
21876,0,21876
122671,0,122671
26802,0,26802
100068,0,100068
39316,0,39316
173731,0,173731
929,1,929
247950,0,247950
99783,0,99783
160446,0,160446
232589,0,232589
92872,0,92872
108292,0,108292
256422,0,256422
94619,0,94619
107972,0,107972
183129,0,183129
47535,0,47535
167048,0,167048
31001,0,31001
36464,0,36464
1964,1,1964
240394,0,240394
63335,0,63335
108479,0,108479
231149,0,231149
41012,0,41012
222759,0,222759
242907,0,242907
201437,0,201437
253267,0,253267
132463,0,132463
210437,0,210437
28310,0,28310
74916,0,74916
189403,0,189403
9886,1,9886
34718,0,34718
20758,0,20758
249909,0,249909
128640,0,128640
73413,0,73413
49779,0,49779
189140,0,189140
69900,0,69900
141909,0,141909
99739,0,99739
229117,0,229117
190237,0,190237
60335,0,60335
75232,0,75232
257753,0,257753
239363,0,239363
28661,0,28661
167889,0,167889
187820,0,187820
1250,1,1250
123235,0,123235
184332,0,184332
101460,0,101460
27473,0,27473
246530,0,246530
175672,0,175672
131320,0,131320
80392,0,80392
60356,0,60356
169148,0,169148
188763,0,188763
12104,1,12104
4366,1,4366
22620,0,22620
61453,0,61453
67966,0,67966
153099,0,153099
144635,0,144635
157854,0,157854
113187,0,113187
241365,0,241365
10993,1,10993
254944,0,254944
247471,0,247471
259824,0,259824
104545,0,104545
237766,0,237766
37047,0,37047
5300,1,5300
203470,0,203470
226354,0,226354
1246,1,1246
240928,0,240928
34848,0,34848
192473,0,192473
235695,0,235695
28526,0,28526
97571,0,97571
260771,0,260771
44379,0,44379
76674,0,76674
234563,0,234563
125267,0,125267
42358,0,42358
160576,0,160576
124984,0,124984
231932,0,231932
61492,0,61492
258528,0,258528
71648,0,71648
104442,0,104442
145539,0,145539
197723,0,197723
85940,0,85940
94108,0,94108
168320,0,168320
84112,0,84112
261755,0,261755
4526,1,4526
42063,0,42063
216410,0,216410
259571,0,259571
111152,0,111152
147476,0,147476
195351,0,195351
267570,0,267570
216912,0,216912
34068,0,34068
220670,0,220670
76549,0,76549
159956,0,159956
113848,0,113848
42700,0,42700
185723,0,185723
38593,0,38593
200928,0,200928
20302,0,20302
140391,0,140391
228028,0,228028
95731,0,95731
110651,0,110651
145764,0,145764
191410,0,191410
248262,0,248262
111277,0,111277
3186,1,3186
85393,0,85393
93853,0,93853
230890,0,230890
71695,0,71695
193213,0,193213
71813,0,71813
120242,0,120242
43256,0,43256
206031,0,206031
3530,1,3530
242504,0,242504
42364,0,42364
97837,0,97837
254727,0,254727
156651,0,156651
190234,0,190234
194452,0,194452
118623,0,118623
166147,0,166147
204960,0,204960
63688,0,63688
157133,0,157133
179328,0,179328
99665,0,99665
162018,0,162018
153226,0,153226
17774,0,17774
38983,0,38983
254108,0,254108
25735,0,25735
191124,0,191124
167142,0,167142
52914,0,52914
40788,0,40788
128722,0,128722
211703,0,211703
103233,0,103233
202465,0,202465
52214,0,52214
4694,1,4694
126439,0,126439
257428,0,257428
147297,0,147297
101948,0,101948
252071,0,252071
96984,0,96984
98786,0,98786
129341,0,129341
65484,0,65484
186735,0,186735
53961,0,53961
223035,0,223035
27740,0,27740
33892,0,33892
774,1,774
62329,0,62329
66170,0,66170
238984,0,238984
223739,0,223739
62998,0,62998
43073,0,43073
212020,0,212020
22198,0,22198
225605,0,225605
67087,0,67087
112254,0,112254
129909,0,129909
28719,0,28719
150001,0,150001
131439,0,131439
262529,0,262529
217150,0,217150
28676,0,28676
86843,0,86843
87397,0,87397
72910,0,72910
192158,0,192158
112489,0,112489
4402,1,4402
166896,0,166896
118644,0,118644
96290,0,96290
179704,0,179704
62765,0,62765
19252,0,19252
237978,0,237978
224252,0,224252
213813,0,213813
57452,0,57452
145319,0,145319
263246,0,263246
238585,0,238585
146496,0,146496
218900,0,218900
227540,0,227540
30782,0,30782
216292,0,216292
12310,1,12310
159335,0,159335
106500,0,106500
32857,0,32857
150829,0,150829
186918,0,186918
7043,1,7043
12468,1,12468
111121,0,111121
209288,0,209288
77774,0,77774
41,1,41
156281,0,156281
66900,0,66900
100193,0,100193
188745,0,188745
229684,0,229684
234037,0,234037
101954,0,101954
57852,0,57852
221599,0,221599
180496,0,180496
185756,0,185756
215455,0,215455
68845,0,68845
2814,1,2814
262560,0,262560
268540,0,268540
163878,0,163878
44162,0,44162
121472,0,121472
256240,0,256240
32498,0,32498
253462,0,253462
67593,0,67593
239784,0,239784
61435,0,61435
253293,0,253293
197751,0,197751
10802,1,10802
137478,0,137478
196771,0,196771
245462,0,245462
125354,0,125354
16578,0,16578
217377,0,217377
159718,0,159718
104055,0,104055
128249,0,128249
215917,0,215917
165661,0,165661
193245,0,193245
129218,0,129218
174578,0,174578
232436,0,232436
71274,0,71274
144567,0,144567
256331,0,256331
183993,0,183993
198882,0,198882
109323,0,109323
156776,0,156776
148454,0,148454
253539,0,253539
255366,0,255366
103678,0,103678
231281,0,231281
243123,0,243123
262629,0,262629
83655,0,83655
98975,0,98975
5247,1,5247
237774,0,237774
38794,0,38794
75379,0,75379
136389,0,136389
129019,0,129019
226904,0,226904
208025,0,208025
60429,0,60429
90115,0,90115
168433,0,168433
71779,0,71779
178702,0,178702
186544,0,186544
256366,0,256366
51927,0,51927
216591,0,216591
223785,0,223785
182238,0,182238
7996,1,7996
232148,0,232148
244985,0,244985
142215,0,142215
90365,0,90365
43573,0,43573
265344,0,265344
105932,0,105932
52610,0,52610
134304,0,134304
243069,0,243069
19850,0,19850
146989,0,146989
115923,0,115923
160819,0,160819
253645,0,253645
177005,0,177005
117696,0,117696
158484,0,158484
53495,0,53495
228428,0,228428
268340,0,268340
86392,0,86392
91167,0,91167
210856,0,210856
125126,0,125126
60863,0,60863
192258,0,192258
138145,0,138145
37340,0,37340
221367,0,221367
111839,0,111839
164853,0,164853
39130,0,39130
254428,0,254428
32338,0,32338
112942,0,112942
72963,0,72963
267484,0,267484
23406,0,23406
123325,0,123325
158920,0,158920
41243,0,41243
72998,0,72998
12434,1,12434
248357,0,248357
57632,0,57632
82375,0,82375
101944,0,101944
45299,0,45299
173060,0,173060
208879,0,208879
43310,0,43310
131128,0,131128
257197,0,257197
231988,0,231988
210132,0,210132
99752,0,99752
63922,0,63922
158151,0,158151
182477,0,182477
243604,0,243604
88642,0,88642
80909,0,80909
632,1,632
194812,0,194812
51031,0,51031
92424,0,92424
132821,0,132821
222580,0,222580
42383,0,42383
186896,0,186896
107576,0,107576
21754,0,21754
87380,0,87380
150882,0,150882
16544,0,16544
53036,0,53036
3062,1,3062
62531,0,62531
106982,0,106982
182852,0,182852
91925,0,91925
246130,0,246130
39448,0,39448
42188,0,42188
135909,0,135909
85283,0,85283
6644,1,6644
6131,1,6131
68066,0,68066
68156,0,68156
105441,0,105441
267444,0,267444
233556,0,233556
66752,0,66752
51013,0,51013
20188,0,20188
144816,0,144816
209750,0,209750
135359,0,135359
7836,1,7836
121743,0,121743
54617,0,54617
257716,0,257716
63797,0,63797
253811,0,253811
200571,0,200571
261680,0,261680
100143,0,100143
205548,0,205548
196420,0,196420
239852,0,239852
96274,0,96274
183042,0,183042
25605,0,25605
177649,0,177649
188808,0,188808
224826,0,224826
129223,0,129223
231483,0,231483
229680,0,229680
209907,0,209907
45296,0,45296
147134,0,147134
7329,1,7329
391,1,391
246215,0,246215
101897,0,101897
169328,0,169328
54314,0,54314
80537,0,80537
164526,0,164526
202923,0,202923
78043,0,78043
32011,0,32011
166764,0,166764
199891,0,199891
259743,0,259743
196875,0,196875
2852,1,2852
65550,0,65550
165246,0,165246
143657,0,143657
119761,0,119761
66833,0,66833
162333,0,162333
152236,0,152236
73102,0,73102
227762,0,227762
262241,0,262241
85447,0,85447
136131,0,136131
41417,0,41417
151134,0,151134
219733,0,219733
234269,0,234269
147350,0,147350
204924,0,204924
207942,0,207942
147593,0,147593
122825,0,122825
169993,0,169993
149287,0,149287
37299,0,37299
56126,0,56126
186172,0,186172
240857,0,240857
213082,0,213082
130419,0,130419
163469,0,163469
130817,0,130817
205381,0,205381
91033,0,91033
235799,0,235799
188327,0,188327
29505,0,29505
191773,0,191773
115601,0,115601
167952,0,167952
177410,0,177410
123916,0,123916
88369,0,88369
167327,0,167327
96213,0,96213
28698,0,28698
207230,0,207230
206548,0,206548
89,1,89
27355,0,27355
172084,0,172084
148516,0,148516
257648,0,257648
84058,0,84058
218474,0,218474
203497,0,203497
42867,0,42867
181362,0,181362
256976,0,256976
223514,0,223514
1146,1,1146
112082,0,112082
166350,0,166350
1097,1,1097
210667,0,210667
62369,0,62369
268534,0,268534
266233,0,266233
151603,0,151603
33800,0,33800
38628,0,38628
265357,0,265357
163877,0,163877
245087,0,245087
2289,1,2289
8826,1,8826
212712,0,212712
165412,0,165412
199665,0,199665
62571,0,62571
86248,0,86248
222235,0,222235
214396,0,214396
259395,0,259395
142712,0,142712
169494,0,169494
108323,0,108323
22723,0,22723
79587,0,79587
151635,0,151635
102650,0,102650
91146,0,91146
198492,0,198492
267142,0,267142
189241,0,189241
251115,0,251115
70429,0,70429
21746,0,21746
217752,0,217752
187989,0,187989
140222,0,140222
128656,0,128656
182531,0,182531
215907,0,215907
20496,0,20496
120685,0,120685
79044,0,79044
207589,0,207589
51497,0,51497
12949,1,12949
19233,0,19233
169611,0,169611
4962,1,4962
254438,0,254438
247811,0,247811
267618,0,267618
218043,0,218043
243741,0,243741
6974,1,6974
88190,0,88190
10469,1,10469
193015,0,193015
157129,0,157129
231628,0,231628
71618,0,71618
265052,0,265052
173654,0,173654
154258,0,154258
232753,0,232753
154140,0,154140
39930,0,39930
65716,0,65716
263663,0,263663
141249,0,141249
146638,0,146638
69999,0,69999
181366,0,181366
234042,0,234042
199995,0,199995
226092,0,226092
209367,0,209367
10182,1,10182
88232,0,88232
109195,0,109195
21276,0,21276
264628,0,264628
183244,0,183244
93132,0,93132
257593,0,257593
157298,0,157298
48344,0,48344
115296,0,115296
140805,0,140805
169607,0,169607
44562,0,44562
219270,0,219270
186322,0,186322
92776,0,92776
2670,1,2670
10686,1,10686
218306,0,218306
67406,0,67406
133253,0,133253
132715,0,132715
188008,0,188008
146853,0,146853
54322,0,54322
71232,0,71232
217754,0,217754
154576,0,154576
74543,0,74543
209648,0,209648
87322,0,87322
245196,0,245196
263939,0,263939
129775,0,129775
261732,0,261732
230583,0,230583
132096,0,132096
177113,0,177113
54131,0,54131
45571,0,45571
170872,0,170872
99747,0,99747
88552,0,88552
237081,0,237081
108598,0,108598
253282,0,253282
114939,0,114939
112150,0,112150
186249,0,186249
256083,0,256083
51637,0,51637
14374,1,14374
99128,0,99128
35679,0,35679
224257,0,224257
92563,0,92563
216634,0,216634
16194,0,16194
156197,0,156197
150285,0,150285
40235,0,40235
101845,0,101845
253438,0,253438
18730,0,18730
133195,0,133195
226184,0,226184
224309,0,224309
51082,0,51082
44559,0,44559
224663,0,224663
111981,0,111981
146610,0,146610
217625,0,217625
166981,0,166981
175540,0,175540
27417,0,27417
159035,0,159035
1730,1,1730
48658,0,48658
261519,0,261519
235330,0,235330
52374,0,52374
179096,0,179096
112079,0,112079
79929,0,79929
246267,0,246267
131306,0,131306
155497,0,155497
208906,0,208906
95240,0,95240
205794,0,205794
17569,0,17569
75758,0,75758
43328,0,43328
81732,0,81732
132057,0,132057
73920,0,73920
161477,0,161477
14550,1,14550
66585,0,66585
184896,0,184896
197881,0,197881
182157,0,182157
220899,0,220899
19893,0,19893
153781,0,153781
97080,0,97080
128227,0,128227
222123,0,222123
240859,0,240859
228944,0,228944
6357,1,6357
51061,0,51061
10524,1,10524
72995,0,72995
129622,0,129622
250792,0,250792
58651,0,58651
80036,0,80036
266558,0,266558
118337,0,118337
8638,1,8638
286,1,286
190843,0,190843
177791,0,177791
203083,0,203083
43495,0,43495
6843,1,6843
249966,0,249966
32123,0,32123
133139,0,133139
20753,0,20753
259336,0,259336
65678,0,65678
5220,1,5220
84725,0,84725
226595,0,226595
232356,0,232356
256676,0,256676
87405,0,87405
33512,0,33512
211218,0,211218
75715,0,75715
111414,0,111414
46435,0,46435
78672,0,78672
253222,0,253222
175394,0,175394
186991,0,186991
228160,0,228160
139110,0,139110
32257,0,32257
2667,1,2667
55079,0,55079
47542,0,47542
232198,0,232198
118460,0,118460
71843,0,71843
82770,0,82770
134297,0,134297
76500,0,76500
161037,0,161037
171357,0,171357
9423,1,9423
207723,0,207723
203661,0,203661
176916,0,176916
229190,0,229190
166241,0,166241
115039,0,115039
72721,0,72721
149427,0,149427
64451,0,64451
188104,0,188104
35227,0,35227
104631,0,104631
166168,0,166168
156777,0,156777
153288,0,153288
256010,0,256010
45075,0,45075
112202,0,112202
89207,0,89207
82676,0,82676
258141,0,258141
44556,0,44556
93223,0,93223
215131,0,215131
151670,0,151670
41415,0,41415
259947,0,259947
106595,0,106595
103426,0,103426
177653,0,177653
119774,0,119774
231286,0,231286
158990,0,158990
39536,0,39536
171612,0,171612
59201,0,59201
63014,0,63014
229632,0,229632
96166,0,96166
249003,0,249003
26296,0,26296
238065,0,238065
19882,0,19882
22548,0,22548
71831,0,71831
102163,0,102163
55942,0,55942
25721,0,25721
200254,0,200254
49119,0,49119
197322,0,197322
137836,0,137836
169772,0,169772
143739,0,143739
70361,0,70361
225743,0,225743
12045,1,12045
14571,1,14571
186926,0,186926
128897,0,128897
112895,0,112895
107747,0,107747
112196,0,112196
127828,0,127828
156919,0,156919
95130,0,95130
61940,0,61940
184738,0,184738
82042,0,82042
101513,0,101513
31801,0,31801
254339,0,254339
258238,0,258238
197705,0,197705
104215,0,104215
147222,0,147222
191428,0,191428
54353,0,54353
78146,0,78146
254566,0,254566
245710,0,245710
165580,0,165580
70822,0,70822
245820,0,245820
152642,0,152642
211827,0,211827
7786,1,7786
53447,0,53447
243270,0,243270
129251,0,129251
56588,0,56588
98221,0,98221
220096,0,220096
120094,0,120094
86299,0,86299
135984,0,135984
137598,0,137598
105063,0,105063
86004,0,86004
198381,0,198381
99127,0,99127
79155,0,79155
257775,0,257775
149383,0,149383
17797,0,17797
251188,0,251188
244101,0,244101
36968,0,36968
227201,0,227201
98020,0,98020
127795,0,127795
233074,0,233074
197311,0,197311
190291,0,190291
148337,0,148337
98721,0,98721
41046,0,41046
207732,0,207732
76766,0,76766
255090,0,255090
69719,0,69719
83329,0,83329
247705,0,247705
226656,0,226656
56302,0,56302
106752,0,106752
264877,0,264877
62280,0,62280
262322,0,262322
212438,0,212438
31985,0,31985
120742,0,120742
151582,0,151582
84998,0,84998
246444,0,246444
74823,0,74823
9925,1,9925
95210,0,95210
47426,0,47426
103618,0,103618
188157,0,188157
34568,0,34568
162883,0,162883
108017,0,108017
238385,0,238385
106026,0,106026
252651,0,252651
35071,0,35071
49466,0,49466
240218,0,240218
82483,0,82483
41098,0,41098
89585,0,89585
107123,0,107123
232041,0,232041
171508,0,171508
86609,0,86609
221250,0,221250
129411,0,129411
47447,0,47447
118865,0,118865
25582,0,25582
198009,0,198009
170171,0,170171
190754,0,190754
24077,0,24077
